Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,growth_habit,genus_name,species_name,smp_name
PLFU,NA,Plagiobothrys fulvus (Hook. & Arn.) I.M. Johnst.,fulvous popcornflower,Forb/herb,Plagiobothrys,fulvus,Plagiobothrys_fulvus
PLFUC,NA,Plagiobothrys fulvus (Hook. & Arn.) I.M. Johnst. var. campestris (Greene) I.M. Johnst.,fulvous popcornflower,Forb/herb,Plagiobothrys,fulvus,Plagiobothrys_fulvus
PLFUC,PLCA13,Plagiobothrys campestris Greene,NA,Forb/herb,Plagiobothrys,campestris,Plagiobothrys_campestris
PLGL,NA,Plagiobothrys glaber (A. Gray) I.M. Johnst.,hairless popcornflower,Forb/herb,Plagiobothrys,glaber,Plagiobothrys_glaber
PLGL,ALGL12,Allocarya glaber (A. Gray) J.F. Macbr.,NA,Forb/herb,Allocarya,glaber,Allocarya_glaber
PLGL4,NA,Plagiobothrys glomeratus A. Gray,clustered popcornflower,Forb/herb,Plagiobothrys,glomeratus,Plagiobothrys_glomeratus
PLGL2,NA,Plagiobothrys glyptocarpus (Piper) I.M. Johnst.,sculptured popcornflower,Forb/herb,Plagiobothrys,glyptocarpus,Plagiobothrys_glyptocarpus
PLGLG,ALGL13,Allocarya glyptocarpa Piper,NA,Forb/herb,Allocarya,glyptocarpa,Allocarya_glyptocarpa
PLGLG,NA,Plagiobothrys glyptocarpus (Piper) I.M. Johnst. var. glyptocarpus,sculptured popcornflower,Forb/herb,Plagiobothrys,glyptocarpus,Plagiobothrys_glyptocarpus
PLGLM,NA,Plagiobothrys glyptocarpus (Piper) I.M. Johnst. var. modestus I.M. Johnst.,sculptured popcornflower,Forb/herb,Plagiobothrys,glyptocarpus,Plagiobothrys_glyptocarpus
PLGLM,ALGLM,Allocarya glyptocarpa Piper ssp. modesta (I.M. Johnst.) Abrams,NA,Forb/herb,Allocarya,glyptocarpa,Allocarya_glyptocarpa
PLGR,NA,Plagiobothrys greenei (A. Gray) I.M. Johnst.,Greene's popcornflower,Forb/herb,Plagiobothrys,greenei,Plagiobothrys_greenei
PLGR,ALGR3,Allocarya greenei (A. Gray) Greene,NA,Forb/herb,Allocarya,greenei,Allocarya_greenei
PLHI6,NA,Plagiobothrys hirtus (Greene) I.M. Johnst.,rough popcornflower,Forb/herb,Plagiobothrys,hirtus,Plagiobothrys_hirtus
PLHI6,ALHI4,Allocarya hirta Greene,NA,Forb/herb,Allocarya,hirta,Allocarya_hirta
PLHI3,NA,Plagiobothrys hispidus A. Gray,Cascade popcornflower,Forb/herb,Plagiobothrys,hispidus,Plagiobothrys_hispidus
PLHU,NA,Plagiobothrys humistratus (Greene) I.M. Johnst.,dwarf popcornflower,Forb/herb,Plagiobothrys,humistratus,Plagiobothrys_humistratus
PLHU,ALHU4,Allocarya humistrata Greene,NA,Forb/herb,Allocarya,humistrata,Allocarya_humistrata
PLHY,NA,Plagiobothrys hystriculus (Piper) I.M. Johnst.,bearded popcornflower,Forb/herb,Plagiobothrys,hystriculus,Plagiobothrys_hystriculus
PLHY,ALHY2,Allocarya hystricula Piper,NA,Forb/herb,Allocarya,hystricula,Allocarya_hystricula
PLIN,NA,Plagiobothrys infectivus I.M. Johnst.,dye popcornflower,Forb/herb,Plagiobothrys,infectivus,Plagiobothrys_infectivus
PLJO,NA,Plagiobothrys jonesii A. Gray,Mojave popcornflower,Forb/herb,Plagiobothrys,jonesii,Plagiobothrys_jonesii
PLKI,NA,Plagiobothrys kingii (S. Watson) A. Gray,Great Basin popcornflower,Forb/herb,Plagiobothrys,kingii,Plagiobothrys_kingii
PLKIH,PLHA,Plagiobothrys harknessii Greene,NA,Forb/herb,Plagiobothrys,harknessii,Plagiobothrys_harknessii
PLKIH,NA,Plagiobothrys kingii (S. Watson) A. Gray var. harknessii (Greene) Jeps.,Harness' popcornflower,Forb/herb,Plagiobothrys,kingii,Plagiobothrys_kingii
PLKIK,NA,Plagiobothrys kingii (S. Watson) A. Gray var. kingii,Great Basin popcornflower,Forb/herb,Plagiobothrys,kingii,Plagiobothrys_kingii
PLLA3,NA,Plagiobothrys lamprocarpus (Piper) I.M. Johnst.,shinyfruit popcornflower,Forb/herb,Plagiobothrys,lamprocarpus,Plagiobothrys_lamprocarpus
PLLA3,ALLA7,Allocarya lamprocarpa Piper,NA,Forb/herb,Allocarya,lamprocarpa,Allocarya_lamprocarpa
PLLE,NA,Plagiobothrys leptocladus (Greene) I.M. Johnst.,finebranched popcornflower,Forb/herb,Plagiobothrys,leptocladus,Plagiobothrys_leptocladus
PLLE,PLOR5,Plagiobothrys orthocarpus (Greene) I.M. Johnst.,NA,Forb/herb,Plagiobothrys,orthocarpus,Plagiobothrys_orthocarpus
PLLE,ALLE4,Allocarya leptoclada Greene,NA,Forb/herb,Allocarya,leptoclada,Allocarya_leptoclada
PLLI,NA,Plagiobothrys lithocaryus (Greene ex A. Gray) I.M. Johnst.,Mayacamas popcornflower,Forb/herb,Plagiobothrys,lithocaryus,Plagiobothrys_lithocaryus
PLLI,ALLI,Allocarya lithocarya Greene ex A. Gray,NA,Forb/herb,Allocarya,lithocarya,Allocarya_lithocarya
PLMO,NA,Plagiobothrys mollis (A. Gray) I.M. Johnst.,soft popcornflower,Forb/herb,Plagiobothrys,mollis,Plagiobothrys_mollis
PLMOM,ALMO5,Allocarya mollis (A. Gray) Greene,NA,Forb/herb,Allocarya,mollis,Allocarya_mollis
PLMOM,NA,Plagiobothrys mollis (A. Gray) I.M. Johnst. var. mollis,soft popcornflower,Forb/herb,Plagiobothrys,mollis,Plagiobothrys_mollis
PLMOV,NA,Plagiobothrys mollis (A. Gray) I.M. Johnst. var. vestitus (Greene) I.M. Johnst.,soft popcornflower,Forb/herb,Plagiobothrys,mollis,Plagiobothrys_mollis
PLMOV,ALMOV,Allocarya mollis (A. Gray) Greene var. vestita (Greene) Jeps.,NA,Forb/herb,Allocarya,mollis,Allocarya_mollis
PLMY,NA,Plagiobothrys myosotoides (Lehm.) Brand,forget-me-not popcornflower,Forb/herb,Plagiobothrys,myosotoides,Plagiobothrys_myosotoides
PLNI2,NA,Plagiobothrys nitens (Greene) I.M. Johnst.,shiny-nutlet popcornflower,Forb/herb,Plagiobothrys,nitens,Plagiobothrys_nitens
PLNO,NA,Plagiobothrys nothofulvus (A. Gray) A. Gray,rusty popcornflower,Forb/herb,Plagiobothrys,nothofulvus,Plagiobothrys_nothofulvus
PLOR,NA,Plagiobothrys orientalis (L.) I.M. Johnst.,Oriental popcornflower,Forb/herb,Plagiobothrys,orientalis,Plagiobothrys_orientalis
PLPA,NA,Plagiobothrys parishii I.M. Johnst.,Parish's popcornflower,Forb/herb,Plagiobothrys,parishii,Plagiobothrys_parishii
PLPR3,NA,Plagiobothrys pringlei Greene,Pringle's popcornflower,Forb/herb,Plagiobothrys,pringlei,Plagiobothrys_pringlei
PLRE,PLRER3,Plagiobothrys reticulatus (Piper) I.M. Johnst. var. reticulatus,NA,Forb/herb,Plagiobothrys,reticulatus,Plagiobothrys_reticulatus
PLRE,NA,Plagiobothrys reticulatus (Piper) I.M. Johnst.,netted popcornflower,Forb/herb,Plagiobothrys,reticulatus,Plagiobothrys_reticulatus
PLSA3,NA,Plagiobothrys salsus (Brandegee) I.M. Johnst.,salty popcornflower,Forb/herb,Plagiobothrys,salsus,Plagiobothrys_salsus
PLSA3,ALSA7,Allocarya salsa Brandegee,NA,Forb/herb,Allocarya,salsa,Allocarya_salsa
PLSC2,NA,Plagiobothrys scouleri (Hook. & Arn.) I.M. Johnst.,Scouler's popcornflower,Forb/herb,Plagiobothrys,scouleri,Plagiobothrys_scouleri
PLSCC,NA,Plagiobothrys scouleri (Hook. & Arn.) I.M. Johnst. var. cusickii (Greene) L.C. Higgins,Cusick's popcornflower,Forb/herb,Plagiobothrys,scouleri,Plagiobothrys_scouleri
PLSCC,PLCU2,Plagiobothrys cusickii (Greene) I.M. Johnst.,NA,Forb/herb,Plagiobothrys,cusickii,Plagiobothrys_cusickii
PLSCC,ALCU2,Allocarya cusickii Greene,NA,Forb/herb,Allocarya,cusickii,Allocarya_cusickii
PLSCH,NA,Plagiobothrys scouleri (Hook. & Arn.) I.M. Johnst. var. hispidulus (Greene) Dorn,sleeping popcornflower,Forb/herb,Plagiobothrys,scouleri,Plagiobothrys_scouleri
PLSCH,ALCO10,Allocarya cognata Greene,NA,Forb/herb,Allocarya,cognata,Allocarya_cognata
PLSCH,ALSC7,Allocarya scopulorum Greene,NA,Forb/herb,Allocarya,scopulorum,Allocarya_scopulorum
PLSCH,ALHI5,Allocarya hispidula Greene,NA,Forb/herb,Allocarya,hispidula,Allocarya_hispidula
PLSCH,PLSCP2,Plagiobothrys scouleri (Hook. & Arn.) I.M. Johnst. ssp. penicillatus (Greene) Á. Löve,NA,Forb/herb,Plagiobothrys,scouleri,Plagiobothrys_scouleri
PLSCH,PLHI7,Plagiobothrys hispidulus (Greene) I.M. Johnst.,NA,Forb/herb,Plagiobothrys,hispidulus,Plagiobothrys_hispidulus
PLSCH,PLCO10,Plagiobothrys cognatus (Greene) I.M. Johnst.,NA,Forb/herb,Plagiobothrys,cognatus,Plagiobothrys_cognatus
PLSCH,PLNE2,Plagiobothrys nelsonii (Greene) I.M. Johnst.,NA,Forb/herb,Plagiobothrys,nelsonii,Plagiobothrys_nelsonii
PLSCH,PLSC,Plagiobothrys scopulorum (Greene) I.M. Johnst.,NA,Forb/herb,Plagiobothrys,scopulorum,Plagiobothrys_scopulorum
PLSCH,PLSCP,Plagiobothrys scouleri (Hook. & Arn.) I.M. Johnst. var. penicillatus (Greene) Cronquist,NA,Forb/herb,Plagiobothrys,scouleri,Plagiobothrys_scouleri
PLSCS,ALGR4,Allocarya granulata Piper,NA,Forb/herb,Allocarya,granulata,Allocarya_granulata
PLSCS,ALCA10,Allocarya californica (Fisch. & C.A. Mey.) Greene,NA,Forb/herb,Allocarya,californica,Allocarya_californica
PLSCS,NA,Plagiobothrys scouleri (Hook. & Arn.) I.M. Johnst. var. scouleri,Scouler's popcornflower,Forb/herb,Plagiobothrys,scouleri,Plagiobothrys_scouleri
PLSCS,ALSC9,Allocarya scouleri (Hook. & Arn.) Greene,NA,Forb/herb,Allocarya,scouleri,Allocarya_scouleri
PLSCS,PLGR3,Plagiobothrys granulatus (Piper) I.M. Johnst.,NA,Forb/herb,Plagiobothrys,granulatus,Plagiobothrys_granulatus
PLSCS,PLRER,Plagiobothrys reticulatus (Piper) I.M. Johnst. var. rossianorum I.M. Johnst.,NA,Forb/herb,Plagiobothrys,reticulatus,Plagiobothrys_reticulatus
PLSC3,NA,Plagiobothrys scriptus (Greene) I.M. Johnst.,scribe popcornflower,Forb/herb,Plagiobothrys,scriptus,Plagiobothrys_scriptus
PLSC3,ALSC8,Allocarya scripta Greene,NA,Forb/herb,Allocarya,scripta,Allocarya_scripta
PLSH,NA,Plagiobothrys shastensis Greene ex A. Gray,Shasta popcornflower,Forb/herb,Plagiobothrys,shastensis,Plagiobothrys_shastensis
PLST,NA,Plagiobothrys stipitatus (Greene) I.M. Johnst.,stalked popcornflower,Forb/herb,Plagiobothrys,stipitatus,Plagiobothrys_stipitatus
PLSTM,NA,Plagiobothrys stipitatus (Greene) I.M. Johnst. var. micranthus (Piper) I.M. Johnst.,stalked popcornflower,Forb/herb,Plagiobothrys,stipitatus,Plagiobothrys_stipitatus
PLSTM,ALSTM,Allocarya stipitata Greene ssp. micrantha Piper,NA,Forb/herb,Allocarya,stipitata,Allocarya_stipitata
PLSTS,NA,Plagiobothrys stipitatus (Greene) I.M. Johnst. var. stipitatus,stalked popcornflower,Forb/herb,Plagiobothrys,stipitatus,Plagiobothrys_stipitatus
PLSTS,ALST6,Allocarya stipitata Greene,NA,Forb/herb,Allocarya,stipitata,Allocarya_stipitata
PLST2,ALST7,Allocarya stricta Greene,NA,Forb/herb,Allocarya,stricta,Allocarya_stricta
PLST2,NA,Plagiobothrys strictus (Greene) I.M. Johnst.,Calistoga popcornflower,Forb/herb,Plagiobothrys,strictus,Plagiobothrys_strictus
PLTE,NA,Plagiobothrys tenellus (Nutt. ex Hook.) A. Gray,Pacific popcornflower,Forb/herb,Plagiobothrys,tenellus,Plagiobothrys_tenellus
PLTE,PLAS,Plagiobothrys asper Greene,NA,Forb/herb,Plagiobothrys,asper,Plagiobothrys_asper
PLTE2,NA,Plagiobothrys tener (Greene) I.M. Johnst.,slender popcornflower,Forb/herb,Plagiobothrys,tener,Plagiobothrys_tener
PLTES,NA,Plagiobothrys tener (Greene) I.M. Johnst. var. subglaber I.M. Johnst.,slender popcornflower,Forb/herb,Plagiobothrys,tener,Plagiobothrys_tener
PLTET,ALTE5,Allocarya tener Greene,NA,Forb/herb,Allocarya,tener,Allocarya_tener
PLTET,NA,Plagiobothrys tener (Greene) I.M. Johnst. var. tener,slender popcornflower,Forb/herb,Plagiobothrys,tener,Plagiobothrys_tener
PLTET,PLTEF,Plagiobothrys tener (Greene) I.M. Johnst. var. fallax I.M. Johnst.,NA,Forb/herb,Plagiobothrys,tener,Plagiobothrys_tener
PLTO,NA,Plagiobothrys torreyi (A. Gray) A. Gray,Torrey's popcornflower,Forb/herb,Plagiobothrys,torreyi,Plagiobothrys_torreyi
PLTOD,PLDI,Plagiobothrys diffusus (Greene) I.M. Johnst.,NA,Forb/herb,Plagiobothrys,diffusus,Plagiobothrys_diffusus
PLTOD,ALDI6,Allocarya diffusa Greene,NA,Forb/herb,Allocarya,diffusa,Allocarya_diffusa
PLTOD,NA,Plagiobothrys torreyi (A. Gray) A. Gray var. diffusus (Greene) I.M. Johnst.,Torrey's popcornflower,Forb/herb,Plagiobothrys,torreyi,Plagiobothrys_torreyi
PLTOT,NA,Plagiobothrys torreyi (A. Gray) A. Gray var. torreyi,Torrey's popcornflower,Forb/herb,Plagiobothrys,torreyi,Plagiobothrys_torreyi
PLTR,NA,Plagiobothrys trachycarpus (A. Gray) I.M. Johnst.,roughfruit popcornflower,Forb/herb,Plagiobothrys,trachycarpus,Plagiobothrys_trachycarpus
PLTR,ALTR9,Allocarya trachycarpa (A. Gray) Greene,NA,Forb/herb,Allocarya,trachycarpa,Allocarya_trachycarpa
PLUN,NA,Plagiobothrys uncinatus J.T. Howell,Salinas Valley popcornflower,Forb/herb,Plagiobothrys,uncinatus,Plagiobothrys_uncinatus
PLUN2,NA,Plagiobothrys undulatus (Piper) I.M. Johnst.,artist's popcornflower,Forb/herb,Plagiobothrys,undulatus,Plagiobothrys_undulatus
PLUN2,PLCHU,"Plagiobothrys chorisianus (Cham.) I.M. Johnst. var. undulatus (Piper) L.C. Higgins, ined.",NA,Forb/herb,Plagiobothrys,chorisianus,Plagiobothrys_chorisianus
PLUN2,ALUN2,Allocarya undulata Piper,NA,Forb/herb,Allocarya,undulata,Allocarya_undulata
PLAF,PLCY,"Plantago cynops L., nom. utique rej.",NA,Forb/herb,Plantago,cynops,Plantago_cynops
PLAF,NA,Plantago afra L.,glandular plantain,Forb/herb,Plantago,afra,Plantago_afra
PLAR6,NA,Plantago arenaria Waldst. & Kit.,sand plantain,Forb/herb,Plantago,arenaria,Plantago_arenaria
PLAR6,PLIN2,Plantago indica L.,NA,Forb/herb,Plantago,indica,Plantago_indica
PLAR6,PLSC6,Plantago scabra Moench,NA,Forb/herb,Plantago,scabra,Plantago_scabra
PLAR6,PLPS,"Plantago psyllium L., nom. utique rej.",NA,Forb/herb,Plantago,psyllium,Plantago_psyllium
PLAR9,PLAR2,"Plantago argyraea Morris, database artifact",NA,Forb/herb,Plantago,argyraea,Plantago_argyraea
PLAR9,PLPUA,"Plantago purshii Roem. & Schult. var. argyraea (Morris) Poe, database artifact",NA,Forb/herb,Plantago,purshii,Plantago_purshii
PLAR9,NA,Plantago argyrea Morris,saltmeadow plantain,Forb/herb,Plantago,argyrea,Plantago_argyrea
PLAR9,PLPUA2,Plantago purshii Roem. & Schult. var. argyrea (Morris) Poe,NA,Forb/herb,Plantago,purshii,Plantago_purshii
PLAR3,NA,Plantago aristata Michx.,largebracted plantain,Forb/herb,Plantago,aristata,Plantago_aristata
PLAR3,PLARN,Plantago aristata Michx. var. nuttallii (Rapin) Morris,NA,Forb/herb,Plantago,aristata,Plantago_aristata
PLAR3,PLPAA,Plantago patagonica Jacq. var. aristata (Michx.) A. Gray,NA,Forb/herb,Plantago,patagonica,Plantago_patagonica
PLAU4,NA,Plantago australis Lam.,Mexican plantain,Forb/herb,Plantago,australis,Plantago_australis
PLAUH,PLHIG,Plantago hirtella Kunth var. galeottiana (Decne.) Pilg.,NA,Forb/herb,Plantago,hirtella,Plantago_hirtella
PLAUH,NA,Plantago australis Lam. ssp. hirtella (Kunth) Rahn,Mexican plantain,Forb/herb,Plantago,australis,Plantago_australis
PLAUH,PLHIG2,Plantago hirtella Kunth ssp. galeottiana (Decne.) Thorne,NA,Forb/herb,Plantago,hirtella,Plantago_hirtella
PLAUH,PLHI4,Plantago hirtella Kunth,NA,Forb/herb,Plantago,hirtella,Plantago_hirtella
PLAUH,PLHIM,Plantago hirtella Kunth var. mollior Pilg.,NA,Forb/herb,Plantago,hirtella,Plantago_hirtella
PLBI2,NA,Plantago bigelovii A. Gray,coast plantain,Forb/herb,Plantago,bigelovii,Plantago_bigelovii
PLBIB,NA,Plantago bigelovii A. Gray ssp. bigelovii,coast plantain,Forb/herb,Plantago,bigelovii,Plantago_bigelovii
PLBIC,NA,Plantago bigelovii A. Gray ssp. californica (Greene) Bassett,coast plantain,Forb/herb,Plantago,bigelovii,Plantago_bigelovii
PLBIC,PLCA12,Plantago californica Greene,NA,Forb/herb,Plantago,californica,Plantago_californica
PLCA3,NA,Plantago canescens M.F. Adams,gray pubescent plantain,Forb/herb,Plantago,canescens,Plantago_canescens
PLCA3,PLSE2,Plantago septata Morris ex Rydb.,NA,Forb/herb,Plantago,septata,Plantago_septata
PLCA3,PLCAC6,Plantago canescens M.F. Adams var. cylindrica (Macoun) B. Boivin,NA,Forb/herb,Plantago,canescens,Plantago_canescens
PLCO2,NA,Plantago cordata Lam.,heartleaf plantain,Forb/herb,Plantago,cordata,Plantago_cordata
PLCO3,NA,Plantago coronopus L.,buckhorn plantain,Forb/herb,Plantago,coronopus,Plantago_coronopus
PLCO3,PLCOC4,Plantago coronopus L. ssp. commutata (Guss.) Pilg.,NA,Forb/herb,Plantago,coronopus,Plantago_coronopus
PLDE,NA,Plantago debilis R. Br.,weak plantain,Forb/herb,Plantago,debilis,Plantago_debilis
PLEL,NA,Plantago elongata Pursh,prairie plantain,Forb/herb,Plantago,elongata,Plantago_elongata
PLELE,NA,Plantago elongata Pursh ssp. elongata,prairie plantain,Forb/herb,Plantago,elongata,Plantago_elongata
PLELP,NA,Plantago elongata Pursh ssp. pentasperma Bassett,prairie plantain,Forb/herb,Plantago,elongata,Plantago_elongata
PLER3,PLHOC,Plantago hookeriana Fisch. & C.A. Mey. var. californica (Greene) Poe,NA,Forb/herb,Plantago,hookeriana,Plantago_hookeriana
PLER3,NA,Plantago erecta Morris,dotseed plantain,Forb/herb,Plantago,erecta,Plantago_erecta
PLER3,PLPAC,Plantago patagonica Jacq. var. californica Greene,NA,Forb/herb,Plantago,patagonica,Plantago_patagonica
PLER3,PLERR,Plantago erecta Morris ssp. rigidior Pilg.,NA,Forb/herb,Plantago,erecta,Plantago_erecta
PLER,NA,Plantago eriopoda Torr.,redwool plantain,Forb/herb,Plantago,eriopoda,Plantago_eriopoda
PLER,PLSH2,Plantago shastensis Greene,NA,Forb/herb,Plantago,shastensis,Plantago_shastensis
PLFI3,NA,Plantago firma Kunze ex Walp.,Chilean plantain,Forb/herb,Plantago,firma,Plantago_firma
PLFI3,PLTRF2,Plantago truncata Cham. ssp. firma (Kunze ex Walp.) Pilg.,NA,Forb/herb,Plantago,truncata,Plantago_truncata
PLHA2,NA,Plantago hawaiensis (A. Gray) Pilg.,Hawai'i plantain,Forb/herb,Plantago,hawaiensis,Plantago_hawaiensis
PLHA2,PLHAL,Plantago hawaiensis (A. Gray) Pilg. var. laxa Pilg.,NA,Forb/herb,Plantago,hawaiensis,Plantago_hawaiensis
PLHE,NA,Plantago helleri Small,Heller's plantain,Forb/herb,Plantago,helleri,Plantago_helleri
PLHE2,NA,Plantago heterophylla Nutt.,slender plantain,Forb/herb,Plantago,heterophylla,Plantago_heterophylla
PLHO,NA,Plantago hookeriana Fisch. & C.A. Mey.,California plantain,Forb/herb,Plantago,hookeriana,Plantago_hookeriana
PLLA,NA,Plantago lanceolata L.,narrowleaf plantain,Forb/herb,Plantago,lanceolata,Plantago_lanceolata
PLLA,PLLAS,Plantago lanceolata L. var. sphaerostachya Mert. & W.D.J. Koch,NA,Forb/herb,Plantago,lanceolata,Plantago_lanceolata
PLLA,PLAL3,Plantago altissima auct. non L.,NA,Forb/herb,Plantago,altissima,Plantago_altissima
PLMA,NA,Plantago macrocarpa Cham. & Schltdl.,seashore plantain,Forb/herb,Plantago,macrocarpa,Plantago_macrocarpa
PLMA2,PLMAI,Plantago major L. var. intermedia (DC.) Pilg.,NA,Forb/herb,Plantago,major,Plantago_major
PLMA2,NA,Plantago major L.,common plantain,Forb/herb,Plantago,major,Plantago_major
PLMA2,PLHA5,Plantago halophila E.P. Bicknell,NA,Forb/herb,Plantago,halophila,Plantago_halophila
PLMA2,PLAS3,Plantago asiatica auct. non L.,NA,Forb/herb,Plantago,asiatica,Plantago_asiatica
PLMA2,PLMAP,Plantago major L. var. pachyphylla Pilg.,NA,Forb/herb,Plantago,major,Plantago_major
PLMA2,PLMAI2,Plantago major L. ssp. intermedia (DC.) Arcang.,NA,Forb/herb,Plantago,major,Plantago_major
PLMA2,PLMAS,Plantago major L. var. scopulorum Fr. & Broberg,NA,Forb/herb,Plantago,major,Plantago_major
PLMA2,PLIN15,Plantago intermedia Gilib.,NA,Forb/herb,Plantago,intermedia,Plantago_intermedia
PLMA2,PLMAP2,Plantago major L. var. pilgeri Domin,NA,Forb/herb,Plantago,major,Plantago_major
PLMA2,PLMAA,Plantago major L. var. asiatica auct. non (L.) Decne.,NA,Forb/herb,Plantago,major,Plantago_major
PLMA3,NA,Plantago maritima L.,goose tongue,Forb/herb,Plantago,maritima,Plantago_maritima
PLMAC2,PLJUC,Plantago juncoides Lam. var. californica Fernald,NA,Forb/herb,Plantago,juncoides,Plantago_juncoides
PLMAC2,NA,Plantago maritima L. var. californica (Fernald) Pilg.,California goose tongue,Forb/herb,Plantago,maritima,Plantago_maritima
PLMAJ,PLJUG,Plantago juncoides Lam. var. glauca (Hornem.) Fernald,NA,Forb/herb,Plantago,juncoides,Plantago_juncoides
PLMAJ,NA,Plantago maritima L. var. juncoides (Lam.) A. Gray,goose tongue,Forb/herb,Plantago,maritima,Plantago_maritima
PLMAJ,PLJUD,Plantago juncoides Lam. var. decipiens (Barneoud) Fernald,NA,Forb/herb,Plantago,juncoides,Plantago_juncoides
PLMAJ,PLJU,Plantago juncoides Lam.,NA,Forb/herb,Plantago,juncoides,Plantago_juncoides
PLMAJ,PLMAB,Plantago maritima L. ssp. borealis (Lange) Blytt & O.C. Dahl,NA,Forb/herb,Plantago,maritima,Plantago_maritima
PLMAJ,PLJUL,Plantago juncoides Lam. var. laurentiana Fernald,NA,Forb/herb,Plantago,juncoides,Plantago_juncoides
PLMAJ,PLMAJ2,Plantago maritima L. ssp. juncoides (Lam.) Hultén,NA,Forb/herb,Plantago,maritima,Plantago_maritima
PLMAJ,PLOL,Plantago oliganthos Roem. & Schult.,NA,Forb/herb,Plantago,oliganthos,Plantago_oliganthos
PLMAJ,PLOLF,Plantago oliganthos Roem. & Schult. var. fallax Fernald,NA,Forb/herb,Plantago,oliganthos,Plantago_oliganthos
PLME,NA,Plantago media L.,hoary plantain,Forb/herb,Plantago,media,Plantago_media
PLME,PLMEM,Plantago media L. var. monnieri (Giraud.) Roug.,NA,Forb/herb,Plantago,media,Plantago_media
PLOV,PLGO,Plantago gooddingii A. Nelson & Kennedy,NA,Forb/herb,Plantago,gooddingii,Plantago_gooddingii
PLOV,NA,Plantago ovata Forssk.,desert Indianwheat,Forb/herb,Plantago,ovata,Plantago_ovata
PLOV,PLFA,Plantago fastigiata Morris,NA,Forb/herb,Plantago,fastigiata,Plantago_fastigiata
PLOV,PLBR2,Plantago brunnea Morris,NA,Forb/herb,Plantago,brunnea,Plantago_brunnea
PLOV,PLIN3,Plantago insularis Eastw.,NA,Forb/herb,Plantago,insularis,Plantago_insularis
PLOV,PLINS,Plantago insularis Eastw. var. scariosa (Morris) Jeps.,NA,Forb/herb,Plantago,insularis,Plantago_insularis
PLOV,PLINF,Plantago insularis Eastw. var. fastigiata (Morris) Jeps.,NA,Forb/herb,Plantago,insularis,Plantago_insularis
PLOV,PLMI,Plantago minima A. Cunn.,NA,Forb/herb,Plantago,minima,Plantago_minima
PLPA4,PLHI5,Plantago hillebrandii Pilg.,NA,Forb/herb,Plantago,hillebrandii,Plantago_hillebrandii
PLPA4,PLGR4,Plantago grayana Pilg.,NA,Forb/herb,Plantago,grayana,Plantago_grayana
PLPA4,PLGL3,Plantago glabrifolia (Rock) Pilg.,NA,Forb/herb,Plantago,glabrifolia,Plantago_glabrifolia
PLPA4,NA,Plantago pachyphylla A. Gray,Maui plantain,Forb/herb,Plantago,pachyphylla,Plantago_pachyphylla
PLPA4,PLKR,Plantago krajinae Pilg.,NA,Forb/herb,Plantago,krajinae,Plantago_krajinae
PLPA4,PLPAR,Plantago pachyphylla A. Gray var. rotundifolia Wawra,NA,Forb/herb,Plantago,pachyphylla,Plantago_pachyphylla
PLPA4,PLGRA,Plantago grayana Pilg. var. abrotanelloides Skottsb.,NA,Forb/herb,Plantago,grayana,Plantago_grayana
PLPA4,PLMU,Plantago muscicola (Rock) Pilg.,NA,Forb/herb,Plantago,muscicola,Plantago_muscicola
PLPA4,PLME3,Plantago melanochrous Pilg.,NA,Forb/herb,Plantago,melanochrous,Plantago_melanochrous
PLPA4,PLPAM,Plantago pachyphylla A. Gray var. maviensis,NA,Forb/herb,Plantago,pachyphylla,Plantago_pachyphylla
PLPA2,PLPAO,Plantago patagonica Jacq. var. oblonga (Morris) Shinners,NA,Forb/herb,Plantago,patagonica,Plantago_patagonica
PLPA2,PLPU80,Plantago purshii Roem. & Schult.,NA,Forb/herb,Plantago,purshii,Plantago_purshii
PLPA2,PLPAB,Plantago patagonica Jacq. var. breviscapa (Shinners) Shinners,NA,Forb/herb,Plantago,patagonica,Plantago_patagonica
PLPA2,NA,Plantago patagonica Jacq.,woolly plantain,Forb/herb,Plantago,patagonica,Plantago_patagonica
PLPA2,PLPAG,Plantago patagonica Jacq. var. gnaphalioides (Nutt.) A. Gray,NA,Forb/herb,Plantago,patagonica,Plantago_patagonica
